src,dst
2,6348
2,6411
2,6417
2,6418
2,6567
2,6633
2,6690
2,6894
2,6926
2,6963
2,6979
2,7202
2,7225
2,7266
2,7306
2,7357
2,7419
2,7443
2,7453
2,7574
2,7656
2,7670
2,7687
2,7782
2,7784
2,7920
2,7938
2,7940
2,8078
2,8149
2,8193
2,8273
2,8292
2,8342
2,8374
2,8382
2,8390
2,8422
2,8469
2,8471
2,8651
2,8749
2,8755
2,9019
2,9036
2,9048
2,9073
2,9082
2,9120
2,9149
2,9239
2,9281
2,9320
2,9322
2,9334
2,9361
2,9442
2,9445
2,9503
2,9543
2,9579
2,9594
2,9839
2,9936
2,9971
2,10050
2,10081
2,10204
2,10262
2,10303
2,10349
2,10429
2,10457
2,10469
2,10511
2,10529
2,10577
2,10770
2,10841
2,10871
2,10876
2,10927
2,11208
2,11238
2,11305
2,11320
2,11362
2,11441
2,11562
2,11606
2,11635
2,11801
2,11956
2,12271
2,12299
2,12389
2,12396
2,12517
2,12560
2,12685
2,12742
2,12768
2,12779
2,12795
2,13074
2,13295
2,13309
2,13377
2,13630
2,13656
2,13745
2,13747
2,13839
2,13888
2,13919
2,13942
2,14026
2,14071
2,14102
2,14112
2,14447
2,14638
2,14687
2,14769
2,14786
2,14795
2,14896
2,15015
2,15023
2,15248
2,15270
2,15300
2,15358
2,15455
2,15486
2,15555
2,15616
2,15720
2,16081
2,16212
2,16215
2,16238
2,16309
2,16333
2,16368
2,16392
2,16597
2,16637
2,16646
2,16672
2,16718
2,16763
2,16803
2,16809
2,16915
2,17231
2,17313
2,17329
2,17403
2,17456
2,17489
2,17529
2,17571
2,17630
2,17654
2,17655
2,17680
2,17710
2,17859
2,17905
2,17924
2,17953
2,18177
2,18249
2,18250
2,18257
2,18341
2,18394
2,18435
2,18479
2,18602
2,18631
2,18854
2,19003
2,19015
2,19054
2,19089
2,19311
2,19474
2,19653
2,19662
2,19874
3,6
3,8
3,14
3,18
3,23
3,27
3,37
3,44
3,109
3,117
3,133
3,139
3,150
3,164
3,214
3,235
3,244
3,256
3,264
3,310
3,312
3,324
3,340
3,343
3,374
3,386
3,387
3,400
3,407
3,416
3,455
3,457
3,458
3,489
3,552
3,553
3,692
3,713
3,758
3,766
3,797
3,842
3,912
3,968
3,989
3,998
3,1007
3,1118
3,1239
3,1241
3,1328
3,1432
3,1437
3,1455
3,1521
3,1528
3,1538
3,1589
3,1687
3,1820
3,1838
3,1847
3,1893
3,1909
3,1981
3,2039
3,2070
3,2130
3,2189
3,2197
3,2230
3,2295
3,2386
3,2407
3,2417
3,2455
3,2562
3,2574
3,2644
3,2706
3,2723
3,2751
3,2775
3,2778
3,2783
3,2802
3,2808
3,2829
3,2849
3,2905
3,3014
3,3054
3,3280
3,3300
3,3454
3,3539
3,3542
3,3562
3,3641
3,3683
3,3714
3,3753
3,3815
3,3890
3,3943
3,4025
3,4067
3,4081
3,4130
3,4227
3,4234
3,4260
3,4494
3,4524
3,4544
3,4631
3,4634
3,4967
3,5074
3,5210
3,5214
3,5484
3,5607
3,5645
3,5909
3,5939
3,5944
3,5993
3,6267
3,6312
3,6365
3,6621
3,6651
3,6680
3,6744
3,6763
3,6773
3,6803
3,6822
3,6934
3,7061
3,7202
3,7231
3,7232
3,7475
3,7494
3,7773
3,7796
3,7849
3,7888
3,8054
3,8057
3,8107
3,8136
3,8377
3,8430
3,8498
3,8789
3,8856
3,8893
3,8975
3,9174
3,9264
3,9282
3,9383
3,9456
3,9482
3,9494
3,9536
3,9576
3,9639
3,9968
3,10103
3,10140
3,10183
3,10304
3,10815
3,11091
3,11235
3,11275
3,11384
3,11558
3,11597
3,11728
3,11755
3,11757
3,11823
3,12038
3,12240
3,12367
3,12375
3,12437
3,13012
3,13120
3,13121
3,13161
3,13202
3,13313
3,13489
3,13524
3,13596
3,13597
3,13638
3,13757
3,13767
3,13966
3,14013
3,14468
3,14617
3,14676
3,14939
3,15012
3,15013
3,15045
3,15198
3,15400
3,15592
3,15614
3,15817
3,15863
3,15964
3,16057
3,16072
3,16235
3,16253
3,16297
3,16306
3,16421
3,16499
3,16652
3,16809
3,16828
3,16876
3,16925
3,17470
3,17768
3,18230
3,18321
3,18406
3,18490
3,19094
3,19135
3,19279
3,19328
3,19393
3,19792
4,6
4,7
4,9
4,10
4,11
4,14
4,17
4,18
4,20
4,22
4,25
4,26
4,29
4,30
4,34
4,35
4,64
4,74
4,75
4,78
4,86
4,89
4,91
4,97
4,100
4,107
4,117
4,125
4,130
4,132
4,144
4,192
4,194
4,205
4,209
4,214
4,232
4,251
4,252
4,263
4,268
4,276
4,283
4,286
4,355
4,360
4,361
4,373
4,380
4,393
4,413
4,418
4,425
4,442
4,456
4,467
4,488
4,492
4,497
4,504
4,520
4,522
4,570
4,603
4,606
4,613
4,633
4,642
4,650
4,668
4,670
4,677
4,708
4,716
4,719
4,768
4,793
4,809
4,837
4,896
4,922
4,956
4,959
4,982
4,997
4,999
4,1013
4,1038
4,1064
4,1075
4,1091
4,1110
4,1126
4,1200
4,1202
4,1231
4,1329
4,1363
4,1380
4,1384
4,1420
4,1471
4,1532
4,1560
4,1610
4,1626
4,1635
4,1641
4,1666
4,1715
4,1741
4,1742
4,1764
4,1767
4,1773
4,1788
4,1805
4,1857
4,1884
4,1895
4,1928
4,1932
4,2008
4,2037
4,2082
4,2132
4,2141
4,2186
4,2218
4,2234
4,2256
4,2388
4,2425
4,2438
4,2465
4,2529
4,2669
4,2683
4,2692
4,2705
4,2740
4,2789
4,2829
4,2908
4,2982
4,3132
4,3141
4,3145
4,3150
4,3197
4,3234
4,3291
4,3326
4,3446
4,3474
4,3567
4,3600
4,3615
4,3653
4,3655
4,3681
4,3756
4,3981
4,4079
4,4081
4,4097
4,4102
4,4187
4,4215
4,4283
4,4311
4,4382
4,4403
4,4409
4,4439
4,4488
4,4548
4,4579
4,4585
4,4598
4,4720
4,4791
4,4802
4,4929
4,4939
4,5088
4,5183
4,5188
4,5216
4,5218
4,5317
4,5388
4,5452
4,5577
4,5670
4,5711
4,5781
4,5827
4,5911
4,5929
4,5938
4,5979
4,5996
4,6015
4,6030
4,6076
4,6083
4,6138
4,6177
4,6204
4,6205
4,6299
4,6393
4,6402
4,6430
4,6444
4,6525
4,6590
4,6604
4,6621
4,6750
4,6771
4,6825
4,6841
4,6877
4,6921
4,6929
4,6950
4,7027
4,7031
4,7137
4,7180
4,7203
4,7291
4,7396
4,7506
4,7554
4,7656
4,7689
4,7705
4,7751
4,7882
4,7924
4,7925
4,7935
4,7945
4,7949
4,8038
4,8199
4,8232
4,8311
4,8339
4,8434
4,8496
4,8629
4,8695
4,8730
4,8897
4,8923
4,8944
4,9025
4,9032
4,9122
4,9292
4,9473
4,9492
4,9514
4,9535
4,9722
4,9858
4,9862
4,9881
4,9991
4,9993
4,9999
4,10001
4,10131
4,10273
4,10305
4,10425
4,10546
4,10600
4,10619
4,10999
4,11510
4,11518
4,11718
4,11733
4,11800
4,11849
4,11934
4,12040
4,12094
4,12356
4,12371
4,12447
4,12502
4,12571
4,12581
4,12591
4,12596
4,12696
4,12703
4,12710
4,12984
4,13123
4,13172
4,13276
4,13499
4,13586
4,13831
4,13880
4,13973
4,13976
4,14172
4,14174
4,14193
4,14259
4,14268
4,14378
4,14392
4,14399
4,14715
4,14935
4,14992
4,15167
4,15178
4,15208
4,15247
4,15324
4,15328
4,15416
4,15451
4,15562
4,15660
4,15914
4,16093
4,16250
4,16293
4,16355
4,16364
4,16435
4,16656
4,16857
4,17062
4,17127
4,17265
4,17302
4,17380
4,17591
4,17602
4,17623
4,17714
4,17763
4,17785
4,17787
4,18100
4,18150
4,18575
4,18781
4,18861
4,19110
4,19144
4,19332
4,19397
4,19475
4,19762
4,19831
4,19838
5,6
5,7
5,8
5,9
5,10
5,12
5,13
5,14
5,15
5,16
5,17
5,21
5,26
5,31
5,34
5,39
5,57
5,58
5,68
5,69
5,70
5,74
5,98
5,103
5,106
5,107
5,108
5,116
5,131
5,133
5,145
5,146
5,156
5,168
5,180
5,191
5,218
5,220
5,240
5,255
5,257
5,271
5,283
5,289
5,316
5,318
5,354
5,357
5,361
5,384
5,387
5,404
5,410
5,422
5,437
5,445
5,453
5,454
5,459
5,480
5,493
5,503
5,517
5,539
5,559
5,568
5,595
5,614
5,653
5,659
5,679
5,739
5,740
5,743
5,760
5,772
5,810
5,835
5,836
5,924
5,975
5,986
5,988
5,992
5,1080
5,1084
5,1102
5,1206
5,1217
5,1220
5,1223
5,1244
5,1261
5,1284
5,1333
5,1405
5,1419
5,1488
5,1507
5,1512
5,1553
5,1556
5,1585
5,1588
5,1590
5,1705
5,1758
5,1774
5,1823
5,1833
5,1905
5,1993
5,2023
5,2039
5,2045
5,2204
5,2274
5,2325
5,2440
5,2479
5,2491
5,2494
5,2567
5,2618
5,2851
5,2860
5,2959
5,2981
5,3062
5,3065
5,3075
5,3094
5,3127
5,3157
5,3248
5,3251
5,3254
5,3297
5,3336
5,3359
5,3384
5,3459
5,3526
5,3584
5,3608
5,3620
5,3749
5,3798
5,3823
5,3833
5,3945
5,3988
5,4036
5,4057
5,4101
5,4234
5,4251
5,4301
5,4320
5,4388
5,4443
5,4490
5,4492
5,4546
5,4573
5,4599
5,4612
5,4656
5,4832
5,4846
5,4861
5,4922
5,4968
5,5091
5,5098
5,5117
5,5207
5,5244
5,5267
5,5285
5,5355
5,5363
5,5512
5,5515
5,5546
5,5586
5,5603
5,5609
5,5692
5,5698
5,5774
5,5832
5,5876
5,5881
5,6077
5,6262
5,6302
5,6347
5,6534
5,6555
5,6702
5,6796
5,7101
5,7259
5,7318
5,7424
5,7458
5,7580
5,7776
5,7823
5,7929
5,8188
5,8483
5,8501
5,8673
5,8765
5,8843
5,8844
5,8938
5,8956
5,9184
5,9219
5,9296
5,9413
5,9543
5,9576
5,9741
5,9795
5,9869
5,9940
5,10039
5,10069
5,10072
5,10179
5,10272
5,10307
5,10455
5,10809
5,10837
5,10948
5,11079
5,11104
5,11117
5,11273
5,11433
5,11487
5,11644
5,11717
5,11773
5,11947
5,12065
5,12228
5,12351
5,12427
5,12585
5,12616
5,12786
5,12905
5,13168
5,13175
5,13177
5,13188
5,13258
5,13347
5,13653
5,13729
5,13731
5,13822
5,13967
5,13985
5,13999
5,14136
5,14186
5,14314
5,14510
5,14727
5,14755
5,14756
5,14824
5,15189
5,15393
5,15653
5,15728
5,15793
5,15921
5,16057
5,16077
5,16136
5,16163
5,16340
5,16427
5,16645
5,16831
5,17110
5,17227
5,17295
5,17502
5,17619
5,17698
5,17830
5,18035
5,18408
5,18511
5,18588
5,18592
5,18845
5,18869
5,18987
5,19334
5,19687
5,19738
5,19859
6,7
6,8
6,9
6,10
6,11
6,12
6,13
6,15
6,16
6,18
6,20
6,23
6,25
6,28
6,32
6,35
6,36
6,37
6,38
6,39
6,40
6,43
6,48
6,52
6,57
6,59
6,65
6,69
6,73
6,75
6,80
6,83
6,89
6,94
6,97
6,99
6,116
6,134
6,151
6,152
6,153
6,162
6,173
6,184
6,195
6,197
6,204
6,207
6,213
6,225
6,235
6,248
6,264
6,267
6,268
6,276
6,285
6,290
6,296
6,308
6,315
6,320
6,321
6,329
6,338
6,355
6,366
6,368
6,385
6,395
6,402
6,414
6,416
6,429
6,436
6,458
6,463
6,467
6,477
6,491
6,515
6,544
6,547
6,551
6,570
6,571
6,582
6,595
6,604
6,607
6,612
6,614
6,674
6,683
6,687
6,692
6,705
6,720
6,737
6,748
6,751
6,756
6,758
6,780
6,784
6,805
6,821
6,842
6,902
6,904
6,907
6,914
6,924
6,972
6,983
6,989
6,1001
6,1024
6,1026
6,1029
6,1076
6,1079
6,1095
6,1132
6,1226
6,1228
6,1252
6,1260
6,1306
6,1311
6,1336
6,1342
6,1357
6,1374
6,1394
6,1408
6,1474
6,1586
6,1608
6,1621
6,1649
6,1651
6,1665
6,1666
6,1684
6,1685
6,1697
6,1706
6,1737
6,1746
6,1780
6,1786
6,1788
6,1819
6,1879
6,1882
6,1896
6,1920
6,1931
6,1938
6,1968
6,1986
6,1992
6,2012
6,2016
6,2040
6,2047
6,2075
6,2120
6,2133
6,2142
6,2146
6,2183
6,2214
6,2225
6,2234
6,2235
6,2240
6,2258
6,2259
6,2262
6,2314
6,2320
6,2322
6,2333
6,2359
6,2406
6,2411
6,2446
6,2505
6,2535
6,2594
6,2597
6,2625
6,2674
6,2680
6,2706
6,2719
6,2761
6,2763
6,2764
6,2783
6,2788
6,2796
6,2803
6,2807
6,2875
6,2876
6,2911
6,2920
6,2936
6,2954
6,2971
6,2974
6,2986
6,3007
6,3012
6,3056
6,3060
6,3194
6,3209
6,3229
6,3232
6,3324
6,3341
6,3358
6,3369
6,3391
6,3394
6,3436
6,3462
6,3501
6,3505
6,3517
6,3525
6,3548
6,3579
6,3641
6,3654
6,3656
6,3659
6,3660
6,3670
6,3705
6,3717
6,3727
6,3929
6,3937
6,3942
6,4000
6,4042
6,4067
6,4072
6,4089
6,4098
6,4201
6,4210
6,4220
6,4221
6,4231
6,4273
6,4275
6,4293
6,4322
6,4333
6,4338
6,4370
6,4451
6,4456
6,4465
6,4532
6,4539
6,4587
6,4597
6,4607
6,4616
6,4699
6,4724
6,4800
6,4830
6,4883
6,4908
6,4912
6,4921
6,4957
6,4964
6,4965
6,4969
6,5070
6,5118
6,5164
6,5180
6,5191
6,5212
6,5271
6,5277
6,5311
6,5387
6,5399
6,5425
6,5477
6,5533
6,5563
6,5622
6,5628
6,5654
6,5661
6,5662
6,5694
6,5731
6,5780
6,5799
6,5824
6,5857
6,5891
6,5924
6,5994
6,6065
6,6086
6,6224
6,6274
6,6298
6,6366
6,6427
6,6435
6,6510
6,6582
6,6623
6,6670
6,6693
6,6761
6,6792
6,6831
6,6898
6,6993
6,7011
6,7069
6,7108
6,7151
6,7158
6,7302
6,7359
6,7409
6,7416
6,7420
6,7522
6,7552
6,7590
6,7621
6,7674
6,7868
6,7990
6,8034
6,8054
6,8059
6,8129
6,8134
6,8135
6,8136
6,8161
6,8184
6,8280
6,8282
6,8336
6,8369
6,8534
6,8574
6,8607
6,8653
6,8686
6,8744
6,8783
6,8973
6,8987
6,9102
6,9134
6,9172
6,9176
6,9228
6,9238
6,9256
6,9337
6,9339
6,9344
6,9365
6,9366
6,9381
6,9416
6,9451
6,9455
6,9486
6,9499
6,9606
6,9626
6,9629
6,9642
6,9726
6,9784
6,9859
6,9863
6,9873
6,9880
6,9947
6,9960
6,10027
6,10110
6,10128
6,10150
6,10197
6,10215
6,10228
6,10232
6,10233
6,10237
6,10243
6,10245
6,10253
6,10298
6,10463
6,10522
6,10578
6,10749
6,10800
6,10827
6,10853
6,10864
6,11072
6,11143
6,11185
6,11233
6,11248
6,11272
6,11328
6,11331
6,11380
6,11413
6,11620
6,11666
6,11678
6,11714
6,11719
6,11779
6,11804
6,11842
6,11858
6,11869
6,11870
6,11881
6,11920
6,11948
6,11987
6,12124
6,12178
6,12205
6,12244
6,12259
6,12263
6,12499
6,12689
6,12721
6,12751
6,12766
6,13054
6,13122
6,13132
6,13138
6,13193
6,13215
6,13245
6,13252
6,13365
6,13460
6,13546
6,13575
6,13701
6,13734
6,13752
6,13763
6,13875
6,14017
6,14115
6,14116
6,14160
6,14426
6,14608
6,14714
6,14715
6,14817
6,14854
6,14873
6,14972
6,15021
6,15062
6,15153
6,15167
6,15171
6,15201
6,15371
6,15484
6,15530
6,15645
6,15665
6,15758
6,15843
6,15868
6,15907
6,15948
6,15991
6,16072
6,16155
6,16208
6,16266
6,16279
6,16299
6,16311
6,16345
6,16637
6,16716
6,16827
6,16842
6,16877
6,16897
6,16973
6,17302
6,17306
6,17358
6,17457
6,17546
6,17579
6,17648
6,17701
6,17728
6,17811
6,17844
6,17923
6,17963
6,18129
6,18154
6,18281
6,18391
6,18548
6,18755
6,18866
6,18966
6,19048
6,19093
6,19139
6,19146
6,19291
6,19440
6,19499
6,19528
6,19564
6,19613
6,19635
6,19649
6,19739
6,19744
6,19764
6,19774
6,19779
6,19952
7,8
7,11
7,13
7,17
7,22
7,23
7,26
7,27
7,28
7,33
7,55
7,59
7,83
7,101
7,102
7,106
7,197
7,198
7,200
7,221
7,222
7,283
7,288
7,374
7,375
7,405
7,419
7,470
7,482
7,501
7,508
7,513
7,599
7,645
7,646
7,648
7,763
7,920
7,927
7,1032
7,1062
7,1081
7,1107
7,1149
7,1154
7,1301
7,1333
7,1361
7,1381
7,1437
7,1566
7,1583
7,1662
7,1753
7,1778
7,1792
7,1799
7,1803
7,1862
7,1950
7,1989
7,2000
7,2033
7,2127
7,2186
7,2293
7,2312
7,2394
7,2403
7,2515
7,2544
7,2594
7,2599
7,2733
7,2800
7,2862
7,2926
7,3000
7,3045
7,3172
7,3179
7,3330
7,3344
7,3467
7,3585
7,3633
7,3638
7,3825
7,3872
7,4170
7,4263
7,4362
7,4387
7,4476
7,4478
7,4521
7,4598
7,4644
7,4680
7,4705
7,4782
7,4841
7,4931
7,4961
7,5030
7,5076
7,5186
7,5320
7,5404
7,5492
7,5509
7,5777
7,6038
7,6196
7,6354
7,6710
7,6720
7,6761
7,6775
7,7014
7,7154
7,7362
7,7660
7,7797
7,7845
7,8043
7,8155
7,8164
7,8376
7,8413
7,8487
7,8531
7,8542
7,8714
7,8750
7,8753
7,8774
7,8851
7,8877
7,8907
7,8908
7,9100
7,9103
7,9184
7,9361
7,9371
7,9489
7,9533
7,9542
7,9555
7,9561
7,9954
7,10037
7,10507
7,10831
7,10955
7,11001
7,11082
7,11692
7,11696
7,11706
7,11796
7,11894
7,12003
7,12870
7,12889
7,12896
7,12970
7,12990
7,12999
7,13210
7,13281
7,13527
7,13566
7,13696
7,13916
7,13945
7,14155
7,14253
7,14294
7,14608
7,14633
7,14778
7,14836
7,14944
7,15285
7,15431
7,15635
7,15651
7,15830
7,16125
7,16299
7,16332
7,16367
7,16448
7,16534
7,16987
